company_name	industry	city
EduVision 764	Renewable Energy	Jönköping
GreenFuture 765	Food & Beverage	Uppsala
EduVision 766	Medical Devices	Göteborg
EduVision 767	Food & Beverage	Västerås
EduVision 768	Food & Beverage	None
Foodies 769	Healthcare	!!Error!!
AutoWorks 770	Education	Örebro
BuildPro 771	Finance	Stockholm
GreenFuture 772		Göteborg
EduVision 773	Healthcare	Jönköping
!!Error!!	Healthcare	Linköping
EduVision 775	Finance	Uppsala
MediCare 776	Technology	FakeCity
FinTrust 777	AI & Robotics	Uppsala
GreenFuture 778	Finance	Örebro
	AI & Robotics	Malmö
MediCare 780	Technology	None
GreenFuture 781	Automotive	Västerås
EduVision 782	Medical Devices	Helsingborg
Foodies 783	Automotive	Norrköping
AutoWorks 784	Finance	Stockholm
Foodies 785	AI & Robotics	Göteborg
BuildPro 786	Food & Beverage	Jönköping
	Healthcare	Norrköping
TechNova 788	Renewable Energy	Uppsala
Foodies 789	Food & Beverage	
MediCare 790	NULL	FakeCity
EduVision 791	Food & Beverage	Stockholm
RoboTech 792	None	Malmö
TechNova 793	Finance	Norrköping
Foodies 794	Food & Beverage	Malmö
FinTrust 795	Technology	Norrköping
EduVision 796	Renewable Energy	Linköping
MediCare 797	AI & Robotics	Linköping
Foodies 798	Education	Norrköping
BuildPro 799	AI & Robotics	Helsingborg
MediCare 800	Food & Beverage	Jönköping
TechNova 801	Finance	Göteborg
BuildPro 802	Finance	Jönköping
MediCare 803	Food & Beverage	Unknown
BuildPro 804	Automotive	Helsingborg
EduVision 805	Education	Helsingborg
RoboTech 806	Renewable Energy	Linköping
FinTrust 807	Finance	Göteborg
12345	Medical Devices	Stockholm
BuildPro 809	Healthcare	Uppsala
TechNova 810	Healthcare	Västerås
MediCare 811	Healthcare	Jönköping
RoboTech 812	Automotive	
GreenFuture 813	Technology	Jönköping
###	Construction	Stockholm
BuildPro 815	FakeCity	Malmö
MediCare 816	Technology	Jönköping
AutoWorks 817	Food & Beverage	Helsingborg
GreenFuture 818	Automotive	Stockholm
BuildPro 819	Finance	Örebro
Foodies 820	Finance	N/A
None	NULL	N/A
TechNova 822	Construction	Helsingborg
FinTrust 823	Medical Devices	Stockholm
MediCare 824	Healthcare	Göteborg
AutoWorks 825	Renewable Energy	Göteborg
BuildPro 826	Education	Malmö
TechNova 827	Education	Stockholm
MediCare 828	Food & Beverage	!!Error!!
FinTrust 829	Food & Beverage	Linköping
HealthSync 830	None	Helsingborg
GreenFuture 831	Education	Helsingborg
RoboTech 832	Food & Beverage	Helsingborg
AutoWorks 833	Construction	Örebro
Foodies 834	Finance	Malmö
TechNova 835	Construction	Örebro
None	AI & Robotics	Västerås
EduVision 837	Food & Beverage	Uppsala
Foodies 838	Education	Stockholm
HealthSync 839	Construction	Helsingborg
TechNova 840	Automotive	Västerås
TechNova 841	Education	Västerås
BuildPro 842	Renewable Energy	Malmö
	Healthcare	Norrköping
EduVision 844	Renewable Energy	Örebro
Foodies 845	Automotive	Västerås
EduVision 846	Construction	Uppsala
FinTrust 847	Construction	Helsingborg
HealthSync 848	FakeCity	Jönköping
GreenFuture 849	Renewable Energy	Västerås
RoboTech 850	AI & Robotics	Norrköping
HealthSync 851	Technology	Linköping
GreenFuture 852	12345	Jönköping
None	Technology	Linköping
HealthSync 854	Construction	Linköping
Unknown	Technology	Örebro
FinTrust 856	Medical Devices	Örebro
FinTrust 857	Automotive	Göteborg
BuildPro 858	Finance	Helsingborg
AutoWorks 859	Education	Jönköping
HealthSync 860	AI & Robotics	Malmö
Foodies 861	Healthcare	Helsingborg
EduVision 862	Education	Göteborg
MediCare 863	Education	NULL
TechNova 864	Renewable Energy	Jönköping
GreenFuture 865	Food & Beverage	Uppsala
Foodies 866	Automotive	Jönköping
Foodies 867	AI & Robotics	Västerås
BuildPro 868	AI & Robotics	Malmö
BuildPro 869	Education	Norrköping
TechNova 870	Finance	Malmö
FinTrust 871	Finance	!!Error!!
HealthSync 872	AI & Robotics	
BuildPro 873	Automotive	Västerås
TechNova 874	Healthcare	Stockholm
RoboTech 875	Renewable Energy	Västerås
HealthSync 876	Automotive	Göteborg
###	Renewable Energy	Helsingborg
EduVision 878	Finance	Uppsala
Foodies 879	Finance	Örebro
GreenFuture 880	NULL	Helsingborg
EduVision 881	Automotive	Norrköping
HealthSync 882	Finance	Jönköping
Foodies 883	Automotive	Stockholm
EduVision 884	Automotive	Västerås
BuildPro 885	None	FakeCity
BuildPro 886	Automotive	Uppsala
HealthSync 887	AI & Robotics	Jönköping
AutoWorks 888	Renewable Energy	Örebro
FinTrust 889	AI & Robotics	Malmö
GreenFuture 890	Food & Beverage	Stockholm
AutoWorks 891	Construction	Jönköping
Unknown	Unknown	Malmö
TechNova 893	Food & Beverage	Jönköping
Foodies 894	Food & Beverage	NULL
EduVision 895	Education	Helsingborg
	Renewable Energy	Linköping
RoboTech 897	Technology	Västerås
N/A	AI & Robotics	Jönköping
FinTrust 899	Finance	Helsingborg
MediCare 900	Finance	FakeCity
TechNova 901	Finance	Västerås
GreenFuture 902	Technology	Linköping
NULL	Finance	Jönköping
FinTrust 904	Healthcare	Malmö
MediCare 905	Medical Devices	Norrköping
12345	Technology	Jönköping
TechNova 907	Renewable Energy	Örebro
FinTrust 908	Finance	Jönköping
GreenFuture 909	Education	Uppsala
GreenFuture 910	Automotive	Jönköping
HealthSync 911	Automotive	Jönköping
AutoWorks 912	Renewable Energy	Jönköping
FakeCity	Automotive	Helsingborg
HealthSync 914	Education	Malmö
HealthSync 915	Automotive	Jönköping
GreenFuture 916	Renewable Energy	Örebro
FinTrust 917	Healthcare	Örebro
MediCare 918	Technology	Göteborg
MediCare 919	Medical Devices	Västerås
AutoWorks 920	Technology	Västerås
TechNova 921	Renewable Energy	Västerås
GreenFuture 922	Automotive	Jönköping
TechNova 923	AI & Robotics	Linköping
RoboTech 924	Automotive	12345
Foodies 925	Construction	Jönköping
###	Renewable Energy	Norrköping
BuildPro 927	Construction	Jönköping
Foodies 928	!!Error!!	Västerås
TechNova 929	Healthcare	Jönköping
AutoWorks 930	Healthcare	N/A
MediCare 931	Unknown	Örebro
	Automotive	None
Foodies 933	Medical Devices	Helsingborg
GreenFuture 934	Medical Devices	Jönköping
Foodies 935	Renewable Energy	Örebro
FinTrust 936	AI & Robotics	Unknown
HealthSync 937	Construction	Norrköping
RoboTech 938	Finance	Örebro
BuildPro 939	Education	Västerås
BuildPro 940	Renewable Energy	Stockholm
BuildPro 941	AI & Robotics	Stockholm
BuildPro 942	Technology	Västerås
AutoWorks 943	Food & Beverage	Norrköping
FinTrust 944	AI & Robotics	Örebro
GreenFuture 945	Automotive	Västerås
NULL	Education	Norrköping
Foodies 947	Healthcare	Norrköping
Foodies 948	Technology	Uppsala
EduVision 949	Automotive	Malmö
None	Food & Beverage	Jönköping
HealthSync 951	Healthcare	Stockholm
BuildPro 952	Renewable Energy	Västerås
EduVision 953	Construction	Stockholm
BuildPro 954	Construction	Örebro
EduVision 955	Technology	Jönköping
AutoWorks 956	Food & Beverage	Helsingborg
GreenFuture 957	Construction	Västerås
MediCare 958	Healthcare	Norrköping
NULL	AI & Robotics	Västerås
EduVision 960	Healthcare	Malmö
	None	Malmö
EduVision 962	Food & Beverage	Västerås
RoboTech 963	Healthcare	Linköping
EduVision 964	Food & Beverage	None
GreenFuture 965	Food & Beverage	Jönköping
BuildPro 966	Finance	Örebro
BuildPro 967	Medical Devices	Malmö
TechNova 968	Medical Devices	Uppsala
Foodies 969	Technology	NULL
BuildPro 970	Technology	Göteborg
GreenFuture 971	Medical Devices	Malmö
EduVision 972	AI & Robotics	Stockholm
###	Automotive	Helsingborg
12345	Technology	Malmö
BuildPro 975	Education	Linköping
Unknown	Healthcare	Stockholm
Unknown	Construction	Jönköping
RoboTech 978	Education	Jönköping
Foodies 979	Food & Beverage	Linköping
TechNova 980	Medical Devices	Västerås
FinTrust 981	Automotive	Örebro
HealthSync 982	Healthcare	Göteborg
HealthSync 983	Education	Malmö
GreenFuture 984	Renewable Energy	Uppsala
GreenFuture 985	Construction	Göteborg
12345	Medical Devices	Jönköping
RoboTech 987	Technology	Jönköping
MediCare 988	AI & Robotics	Västerås
BuildPro 989	AI & Robotics	Norrköping
GreenFuture 990	Medical Devices	Norrköping
TechNova 991	Healthcare	Stockholm
HealthSync 992	Unknown	Norrköping
EduVision 993	Food & Beverage	Stockholm
RoboTech 994	AI & Robotics	Stockholm
AutoWorks 995	Medical Devices	Malmö
RoboTech 996	Technology	Västerås
HealthSync 997	Education	Stockholm
AutoWorks 998	AI & Robotics	Linköping
RoboTech 999	Renewable Energy	Jönköping
!!Error!!	Healthcare	Västerås
TechNova 1001	Medical Devices	Jönköping
!!Error!!	Healthcare	Linköping
###	Unknown	Norrköping
HealthSync 1004	Food & Beverage	Uppsala
AutoWorks 1005	!!Error!!	Linköping
FinTrust 1006	Education	Helsingborg
!!Error!!	Construction	Malmö
TechNova 1008	Finance	Örebro
Foodies 1009	Renewable Energy	Göteborg
FinTrust 1010	AI & Robotics	Helsingborg
Foodies 1011	Healthcare	Stockholm
TechNova 1012	Food & Beverage	Norrköping
TechNova 1013	Medical Devices	Malmö
HealthSync 1014	Healthcare	Malmö
TechNova 1015	Education	Uppsala
FinTrust 1016	Food & Beverage	Unknown
AutoWorks 1017	Education	Göteborg
HealthSync 1018	Renewable Energy	Helsingborg
RoboTech 1019	Medical Devices	Göteborg
TechNova 1020	Medical Devices	Jönköping
BuildPro 1021	Medical Devices	Göteborg
MediCare 1022	Renewable Energy	Malmö
BuildPro 1023	Construction	Stockholm
BuildPro 1024	Finance	Uppsala
RoboTech 1025	Food & Beverage	Linköping
AutoWorks 1026	Construction	###
HealthSync 1027	Automotive	Västerås
Foodies 1028	Education	Linköping
FinTrust 1029	Renewable Energy	Jönköping
GreenFuture 1030	Renewable Energy	N/A
RoboTech 1031	Medical Devices	Norrköping
HealthSync 1032	Finance	Norrköping
EduVision 1033	Technology	Göteborg
HealthSync 1034	Automotive	Stockholm
BuildPro 1035	Education	Norrköping
RoboTech 1036	Education	Malmö
GreenFuture 1037	Medical Devices	Unknown
None	N/A	Norrköping
RoboTech 1039	Renewable Energy	Örebro
AutoWorks 1040	Medical Devices	Malmö
HealthSync 1041	Food & Beverage	Göteborg
AutoWorks 1042	Finance	Linköping
Foodies 1043	Food & Beverage	Norrköping
FinTrust 1044	Construction	Norrköping
BuildPro 1045	Finance	
MediCare 1046	Finance	N/A
RoboTech 1047	Food & Beverage	12345
	AI & Robotics	Norrköping
N/A	Food & Beverage	Helsingborg
MediCare 1050	Medical Devices	None
Unknown	Medical Devices	Linköping
EduVision 1052	Finance	Malmö
EduVision 1053	AI & Robotics	Norrköping
###	Technology	Norrköping
FinTrust 1055	Renewable Energy	Jönköping
AutoWorks 1056	Renewable Energy	Linköping
AutoWorks 1057	Food & Beverage	Jönköping
NULL	Medical Devices	Jönköping
TechNova 1059	Healthcare	Uppsala
FinTrust 1060	Education	Helsingborg
BuildPro 1061	AI & Robotics	Uppsala
EduVision 1062	Education	Örebro
MediCare 1063	AI & Robotics	Stockholm
BuildPro 1064	Automotive	Örebro
Foodies 1065	Healthcare	Jönköping
MediCare 1066	Renewable Energy	Norrköping
MediCare 1067	FakeCity	Malmö
BuildPro 1068	Automotive	Stockholm
FinTrust 1069	Education	Uppsala
None	Technology	Örebro
BuildPro 1071	Construction	Uppsala
Unknown	N/A	Örebro
Foodies 1073	Renewable Energy	Göteborg
EduVision 1074	!!Error!!	Malmö
FinTrust 1075	###	Göteborg
AutoWorks 1076	AI & Robotics	Jönköping
GreenFuture 1077	Healthcare	Västerås
GreenFuture 1078	Healthcare	Jönköping
RoboTech 1079	AI & Robotics	Jönköping
EduVision 1080	Technology	Helsingborg
GreenFuture 1081	Technology	Norrköping
Foodies 1082	Education	Helsingborg
AutoWorks 1083	Construction	Helsingborg
Foodies 1084	Construction	Västerås
	Construction	Malmö
	Automotive	Malmö
RoboTech 1087	AI & Robotics	Malmö
GreenFuture 1088	Renewable Energy	Norrköping
Foodies 1089	Technology	NULL
Foodies 1090	Renewable Energy	Göteborg
MediCare 1091	Technology	Norrköping
MediCare 1092	Automotive	Uppsala
Foodies 1093	Healthcare	Göteborg
GreenFuture 1094	AI & Robotics	Stockholm
FinTrust 1095	AI & Robotics	Stockholm
RoboTech 1096	Automotive	Jönköping
AutoWorks 1097	Automotive	Norrköping
MediCare 1098	Education	Helsingborg
TechNova 1099	Food & Beverage	Jönköping
RoboTech 1100	Food & Beverage	###
AutoWorks 1101	AI & Robotics	Västerås
AutoWorks 1102	Healthcare	Göteborg
EduVision 1103	AI & Robotics	Helsingborg
None	Automotive	Västerås
###	Education	Norrköping
RoboTech 1106	Renewable Energy	Helsingborg
HealthSync 1107	Healthcare	Örebro
AutoWorks 1108	Renewable Energy	Malmö
BuildPro 1109	Medical Devices	Linköping
EduVision 1110	AI & Robotics	Örebro
Foodies 1111	Construction	Norrköping
RoboTech 1112	Renewable Energy	N/A
BuildPro 1113	Technology	Jönköping
AutoWorks 1114	Technology	Uppsala
HealthSync 1115	Medical Devices	Västerås
Foodies 1116	Automotive	Helsingborg
HealthSync 1117	Medical Devices	Helsingborg
RoboTech 1118	Technology	Uppsala
RoboTech 1119	Food & Beverage	Jönköping
EduVision 1120	Construction	Göteborg
Unknown	Renewable Energy	Uppsala
MediCare 1122	Automotive	Linköping
Foodies 1123	Renewable Energy	Malmö
AutoWorks 1124	Renewable Energy	Jönköping
RoboTech 1125	Medical Devices	Jönköping
TechNova 1126	Finance	NULL
EduVision 1127	Food & Beverage	Linköping
BuildPro 1128	Education	Unknown
Foodies 1129	Food & Beverage	Örebro
HealthSync 1130	Food & Beverage	Linköping
EduVision 1131	Construction	Göteborg
TechNova 1132	Renewable Energy	Örebro
MediCare 1133	Renewable Energy	Västerås
MediCare 1134	Healthcare	N/A
BuildPro 1135	Medical Devices	Jönköping
MediCare 1136	Education	Jönköping
FinTrust 1137	Education	Helsingborg
HealthSync 1138	Construction	Stockholm
BuildPro 1139	Food & Beverage	Västerås
MediCare 1140	Healthcare	Göteborg
Foodies 1141	Technology	Linköping
BuildPro 1142	Automotive	Helsingborg
	Automotive	Västerås
AutoWorks 1144	Food & Beverage	FakeCity
GreenFuture 1145	Technology	Linköping
AutoWorks 1146	Renewable Energy	None
BuildPro 1147	Automotive	Örebro
GreenFuture 1148	Renewable Energy	Norrköping
HealthSync 1149	Automotive	FakeCity
TechNova 1150	Medical Devices	Jönköping
MediCare 1151	Healthcare	Stockholm
RoboTech 1152	Education	Norrköping
TechNova 1153	Medical Devices	Jönköping
AutoWorks 1154	Healthcare	Norrköping
Foodies 1155	Technology	Norrköping
RoboTech 1156	Education	Jönköping
GreenFuture 1157	Technology	Linköping
###	Finance	Stockholm
12345	Construction	Uppsala
!!Error!!	AI & Robotics	Linköping
FinTrust 1161	Automotive	Linköping
Foodies 1162	Technology	Uppsala
MediCare 1163	AI & Robotics	Örebro
EduVision 1164	Education	Linköping
RoboTech 1165	Technology	Jönköping
RoboTech 1166	Food & Beverage	Göteborg
Foodies 1167	Construction	Helsingborg
FinTrust 1168	Finance	Linköping
GreenFuture 1169	Construction	Västerås
AutoWorks 1170	Medical Devices	Stockholm
MediCare 1171	Healthcare	Linköping
TechNova 1172	Healthcare	Helsingborg
FinTrust 1173	Renewable Energy	Örebro
AutoWorks 1174	Food & Beverage	Göteborg
TechNova 1175	Renewable Energy	12345
AutoWorks 1176	Finance	Uppsala
MediCare 1177	Medical Devices	Västerås
GreenFuture 1178	Medical Devices	Linköping
HealthSync 1179	AI & Robotics	Västerås
FinTrust 1180	Finance	Jönköping
FakeCity	Automotive	Helsingborg
None	Technology	Malmö
RoboTech 1183	Education	Jönköping
TechNova 1184	Renewable Energy	Helsingborg
RoboTech 1185	Automotive	Malmö
TechNova 1186	Construction	Norrköping
Foodies 1187	Renewable Energy	Helsingborg
EduVision 1188	Food & Beverage	Örebro
RoboTech 1189	Food & Beverage	Helsingborg
FinTrust 1190	Medical Devices	###
EduVision 1191	AI & Robotics	Göteborg
TechNova 1192	Medical Devices	Uppsala
GreenFuture 1193	Renewable Energy	!!Error!!
FinTrust 1194	Technology	Uppsala
HealthSync 1195	Education	Göteborg
GreenFuture 1196	Food & Beverage	Göteborg
RoboTech 1197	Food & Beverage	Helsingborg
None	Renewable Energy	Örebro
AutoWorks 1199	Medical Devices	Västerås
AutoWorks 1200	Education	Västerås
EduVision 1201	Construction	Stockholm
Foodies 1202	Healthcare	Västerås
FakeCity	AI & Robotics	###
MediCare 1204	Construction	Norrköping
FinTrust 1205	Medical Devices	Västerås
GreenFuture 1206	Renewable Energy	N/A
HealthSync 1207	Food & Beverage	Örebro
AutoWorks 1208	Healthcare	Norrköping
Foodies 1209	###	Linköping
NULL	Renewable Energy	Stockholm
HealthSync 1211	AI & Robotics	Norrköping
EduVision 1212	Food & Beverage	Helsingborg
TechNova 1213	Finance	Jönköping
BuildPro 1214	Education	Västerås
MediCare 1215	Finance	Stockholm
FinTrust 1216	Finance	Göteborg
RoboTech 1217	!!Error!!	Norrköping
MediCare 1218	Construction	Örebro
AutoWorks 1219	!!Error!!	Unknown
FinTrust 1220	Food & Beverage	Stockholm
HealthSync 1221	Healthcare	Göteborg
RoboTech 1222	Healthcare	Göteborg
Foodies 1223	AI & Robotics	Örebro
TechNova 1224	Finance	Stockholm
GreenFuture 1225	Finance	###
EduVision 1226	Medical Devices	Helsingborg
TechNova 1227	Medical Devices	Helsingborg
MediCare 1228	Education	Örebro
Foodies 1229	Medical Devices	Göteborg
EduVision 1230	Automotive	Västerås
MediCare 1231	Healthcare	Norrköping
TechNova 1232	Technology	Västerås
Foodies 1233	Technology	Stockholm
AutoWorks 1234	Medical Devices	Örebro
!!Error!!	Finance	Västerås
BuildPro 1236	Technology	12345
MediCare 1237	AI & Robotics	Helsingborg
BuildPro 1238	Healthcare	Helsingborg
RoboTech 1239	Medical Devices	###
Foodies 1240	Education	Örebro
BuildPro 1241	Healthcare	Göteborg
FinTrust 1242	Food & Beverage	!!Error!!
RoboTech 1243	Food & Beverage	Malmö
FinTrust 1244	Construction	Göteborg
EduVision 1245	Healthcare	Norrköping
GreenFuture 1246	Healthcare	Linköping
GreenFuture 1247	Technology	Linköping
EduVision 1248	N/A	Helsingborg
AutoWorks 1249	Automotive	Örebro
12345	Finance	Norrköping
Unknown	Healthcare	Norrköping
GreenFuture 1252	AI & Robotics	Västerås
Foodies 1253	Finance	Jönköping
BuildPro 1254	Food & Beverage	Göteborg
FinTrust 1255	Education	Västerås
Foodies 1256	Finance	Örebro
EduVision 1257	Education	Norrköping
BuildPro 1258	Finance	Västerås
FinTrust 1259	Technology	Stockholm
EduVision 1260	Construction	Uppsala
RoboTech 1261	Construction	Jönköping
AutoWorks 1262	Construction	Uppsala
RoboTech 1263	Education	Uppsala
FinTrust 1264	Automotive	N/A
GreenFuture 1265	Food & Beverage	Helsingborg
BuildPro 1266	Automotive	Linköping
AutoWorks 1267	Food & Beverage	Malmö
TechNova 1268	Medical Devices	Västerås
MediCare 1269	Food & Beverage	Uppsala
GreenFuture 1270	Medical Devices	Örebro
AutoWorks 1271	Food & Beverage	Stockholm
FinTrust 1272	Food & Beverage	Helsingborg
GreenFuture 1273	Food & Beverage	Jönköping
GreenFuture 1274	Technology	Göteborg
AutoWorks 1275	Construction	Göteborg
FinTrust 1276	Food & Beverage	Stockholm
GreenFuture 1277	AI & Robotics	Norrköping
AutoWorks 1278	Medical Devices	Göteborg
EduVision 1279	Renewable Energy	Linköping
BuildPro 1280	Education	Göteborg
BuildPro 1281	Renewable Energy	Stockholm
GreenFuture 1282	Medical Devices	Stockholm
AutoWorks 1283	Finance	Helsingborg
12345	Medical Devices	!!Error!!
Foodies 1285	AI & Robotics	Västerås
GreenFuture 1286	!!Error!!	Linköping
EduVision 1287	Construction	Örebro
GreenFuture 1288	Medical Devices	Örebro
EduVision 1289	Technology	Västerås
FinTrust 1290	Construction	Göteborg
MediCare 1291	AI & Robotics	Västerås
MediCare 1292	Healthcare	12345
GreenFuture 1293	AI & Robotics	N/A
None	AI & Robotics	Uppsala
TechNova 1295	Education	Uppsala
RoboTech 1296	AI & Robotics	Göteborg
BuildPro 1297	Healthcare	Helsingborg
AutoWorks 1298	Food & Beverage	Göteborg
FinTrust 1299	Medical Devices	Stockholm
GreenFuture 1300		Helsingborg
EduVision 1301	Medical Devices	Linköping
TechNova 1302	Education	Stockholm
EduVision 1303	Education	Göteborg
Foodies 1304	Healthcare	N/A
MediCare 1305	Construction	Norrköping
TechNova 1306	Education	FakeCity
MediCare 1307	Healthcare	Malmö
EduVision 1308	AI & Robotics	Linköping
AutoWorks 1309	Education	Linköping
NULL	###	Uppsala
EduVision 1311	Renewable Energy	Linköping
MediCare 1312	Technology	Göteborg
BuildPro 1313	Construction	Malmö
BuildPro 1314	AI & Robotics	Jönköping
BuildPro 1315	Renewable Energy	Örebro
Foodies 1316	Healthcare	Linköping
TechNova 1317	Construction	Uppsala
HealthSync 1318	Renewable Energy	Stockholm
EduVision 1319	Food & Beverage	Norrköping
HealthSync 1320	Renewable Energy	Linköping
Foodies 1321	Automotive	Linköping
Foodies 1322	Medical Devices	Helsingborg
None	Technology	Norrköping
FinTrust 1324	Automotive	Norrköping
RoboTech 1325	Construction	Jönköping
Foodies 1326	Finance	Malmö
HealthSync 1327	Education	Malmö
MediCare 1328	AI & Robotics	Västerås
HealthSync 1329	AI & Robotics	Stockholm
EduVision 1330	Medical Devices	Helsingborg
TechNova 1331	Technology	Stockholm
TechNova 1332	Finance	NULL
BuildPro 1333	Education	Unknown
AutoWorks 1334	Technology	Jönköping
EduVision 1335	Medical Devices	Jönköping
Foodies 1336	Medical Devices	Jönköping
RoboTech 1337	Education	Uppsala
GreenFuture 1338	Finance	!!Error!!
HealthSync 1339	Technology	Stockholm
AutoWorks 1340	FakeCity	Linköping
MediCare 1341	Construction	Malmö
FinTrust 1342	Construction	Stockholm
HealthSync 1343	Automotive	Unknown
TechNova 1344	Education	Stockholm
MediCare 1345	Medical Devices	Stockholm
###	Food & Beverage	###
HealthSync 1347	Food & Beverage	Västerås
GreenFuture 1348	AI & Robotics	Örebro
TechNova 1349	Healthcare	Uppsala
MediCare 1350	Unknown	Uppsala
HealthSync 1351	Medical Devices	Göteborg
HealthSync 1352	Medical Devices	Uppsala
FinTrust 1353	Automotive	
Foodies 1354	Finance	Norrköping
NULL	Technology	Västerås
GreenFuture 1356	Technology	Västerås
AutoWorks 1357	Healthcare	Jönköping
GreenFuture 1358	Technology	Göteborg
BuildPro 1359	Education	Västerås
MediCare 1360	Finance	Norrköping
RoboTech 1361	Food & Beverage	Helsingborg
MediCare 1362	Medical Devices	Malmö
###	Construction	12345
EduVision 1364	Renewable Energy	Helsingborg
Unknown	Healthcare	Uppsala
MediCare 1366	Medical Devices	Stockholm
TechNova 1367	Technology	Västerås
MediCare 1368	Automotive	Norrköping
N/A	NULL	Linköping
FinTrust 1370	Medical Devices	Göteborg
BuildPro 1371	Medical Devices	Jönköping
None	Healthcare	Uppsala
Unknown	Construction	Göteborg
GreenFuture 1374	Food & Beverage	Helsingborg
FinTrust 1375	Automotive	Uppsala
BuildPro 1376	Technology	Västerås
AutoWorks 1377	Renewable Energy	Jönköping
HealthSync 1378	Finance	Helsingborg
MediCare 1379	Food & Beverage	Stockholm
N/A	Healthcare	Örebro
MediCare 1381	Technology	Norrköping
FinTrust 1382	Healthcare	Norrköping
EduVision 1383	Food & Beverage	FakeCity
FinTrust 1384	AI & Robotics	Norrköping
RoboTech 1385	Renewable Energy	Västerås
TechNova 1386	Technology	Linköping
RoboTech 1387	Food & Beverage	Uppsala
HealthSync 1388	Renewable Energy	Uppsala
BuildPro 1389	Education	Unknown
BuildPro 1390	Medical Devices	Uppsala
Foodies 1391	Food & Beverage	Örebro
BuildPro 1392	Food & Beverage	Göteborg
Foodies 1393	AI & Robotics	Örebro
EduVision 1394	Education	Linköping
FinTrust 1395	Technology	Västerås
TechNova 1396	Automotive	Uppsala
GreenFuture 1397	AI & Robotics	Örebro
AutoWorks 1398	Medical Devices	Stockholm
MediCare 1399	Construction	Malmö
TechNova 1400	Education	Jönköping
RoboTech 1401	Automotive	12345
Foodies 1402	Construction	Malmö
HealthSync 1403	Medical Devices	Norrköping
TechNova 1404	Medical Devices	Örebro
BuildPro 1405	Education	Linköping
TechNova 1406	Automotive	Jönköping
Foodies 1407	Food & Beverage	Linköping
TechNova 1408	Finance	Malmö
FinTrust 1409	AI & Robotics	Norrköping
EduVision 1410	Renewable Energy	Göteborg
TechNova 1411	Construction	Jönköping
BuildPro 1412	Automotive	Örebro
MediCare 1413	Medical Devices	Linköping
MediCare 1414	Construction	N/A
Foodies 1415	Automotive	Linköping
GreenFuture 1416	Automotive	Göteborg
EduVision 1417	Finance	Uppsala
AutoWorks 1418	Education	Göteborg
MediCare 1419	Food & Beverage	Västerås
AutoWorks 1420	Finance	Jönköping
HealthSync 1421	!!Error!!	Jönköping
MediCare 1422	Technology	Uppsala
12345	Medical Devices	Örebro
BuildPro 1424	Finance	Helsingborg
TechNova 1425	Construction	Göteborg
BuildPro 1426	Education	Malmö
RoboTech 1427	Renewable Energy	Malmö
RoboTech 1428	Construction	Göteborg
AutoWorks 1429	Renewable Energy	Västerås
EduVision 1430	FakeCity	Örebro
AutoWorks 1431	AI & Robotics	12345
BuildPro 1432	Technology	Helsingborg
FinTrust 1433	Education	Helsingborg
FinTrust 1434	Food & Beverage	Västerås
FinTrust 1435	Automotive	Linköping
BuildPro 1436	Automotive	Jönköping
MediCare 1437	Construction	Linköping
AutoWorks 1438	AI & Robotics	Linköping
GreenFuture 1439	Medical Devices	Göteborg
BuildPro 1440	Finance	Örebro
HealthSync 1441	Technology	Västerås
GreenFuture 1442	Construction	Uppsala
EduVision 1443	Healthcare	Göteborg
HealthSync 1444	Automotive	Malmö
FinTrust 1445	Renewable Energy	Stockholm
GreenFuture 1446	Education	Linköping
AutoWorks 1447	Healthcare	Stockholm
BuildPro 1448	!!Error!!	
MediCare 1449	Construction	Uppsala
RoboTech 1450	Finance	Västerås
FinTrust 1451	Construction	Unknown
HealthSync 1452	Finance	Jönköping
HealthSync 1453	Medical Devices	Linköping
12345	AI & Robotics	Örebro
BuildPro 1455	Medical Devices	Göteborg
GreenFuture 1456	Healthcare	Göteborg
BuildPro 1457	Finance	Helsingborg
GreenFuture 1458	AI & Robotics	Norrköping
FakeCity	Finance	Norrköping
TechNova 1460	Healthcare	FakeCity
EduVision 1461	Medical Devices	None
MediCare 1462	!!Error!!	Göteborg
HealthSync 1463	Education	Göteborg
GreenFuture 1464	Food & Beverage	Västerås
BuildPro 1465	Finance	Stockholm
AutoWorks 1466	Construction	Norrköping
TechNova 1467	Healthcare	Malmö
###	Construction	Västerås
RoboTech 1469	Education	Västerås
None	Automotive	Västerås
FinTrust 1471	Technology	Örebro
FinTrust 1472	Finance	Linköping
FinTrust 1473		Västerås
RoboTech 1474	Technology	Helsingborg
None	Medical Devices	Örebro
HealthSync 1476	Healthcare	Jönköping
FinTrust 1477	Finance	!!Error!!
FinTrust 1478	Renewable Energy	Helsingborg
EduVision 1479	NULL	Malmö
RoboTech 1480	Education	Göteborg
GreenFuture 1481	Construction	Linköping
AutoWorks 1482	Construction	Jönköping
FinTrust 1483	Medical Devices	Göteborg
EduVision 1484	Food & Beverage	None
Unknown	Technology	Unknown
Foodies 1486	Education	Göteborg
FinTrust 1487	AI & Robotics	Stockholm
FinTrust 1488	Healthcare	Örebro
BuildPro 1489	Medical Devices	Linköping
Foodies 1490	Education	Norrköping
GreenFuture 1491	Finance	Linköping
HealthSync 1492	Automotive	Norrköping
FinTrust 1493	Finance	Göteborg
